"asc_A","mu_Performance_10","mu_Performance_50","mu_Emissions_40","mu_Emissions_90","mu_Price","sig_Performance_10","sig_Performance_50","sig_Emissions_40","sig_Emissions_90","sig_Price","Experts_Performance_10_Int","Experts_Performance_50_Int","Experts_Emissions_40_Int","Experts_Emissions_90_Int","b_Order","b_Gender","b_Age","b_Distance","b_Knowledge","b_Charity","b_Education","b_Income","b_Cons","b_BP","b_Understanding","b_Certainty","b_Q13","b_Q14","b_Q15","logLike"
0,1,1,1,1,-3,0,0,0,0,0.1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4230.775029377
0.00389355490428767,1.1740793698761,1.2162519103508,1.18174180511583,1.20061208722534,-2.97872238609386,-1.30960474862442,11.6444353609201,-4.5251023713884,14.5453363985022,0.232406501407993,0.997581510370947,0.996965335275555,0.997693036915813,0.99715703796653,0.0037812468609062,0.00420764240745767,8.09734271597339e-05,8.24288151730411e-05,0.00116265436922192,0.00277139026822666,0.00139996121028043,0.00373934456848117,0.00208898259997641,0.00300888029128259,0.000425531635205352,0.00221331781340591,0.000943502509158233,0.000917687325829481,0.00100298674043946,-3970.95567086961
0.162734915464713,-2.33970945303409,5.77462095485073,9.46635684250358,7.19390285767761,-2.86458275205495,-1.47701511589935,8.33807784498893,0.745975026885626,15.7597333477239,0.0519173167523856,0.823709517512478,0.838099528302645,1.0007754222358,1.04133953605436,-0.0178399995333758,0.014206543871014,-0.000106660731372217,-0.000480745451752229,0.0204304419699579,-0.0255745153454761,0.000625908719289735,0.00761465960046681,-0.00850684100014601,0.0123395136134713,-0.0154030760216141,0.00375262440131246,-0.0435433423796982,-0.0443412792431098,0.023176553775693,-3629.29695551406
0.337391777643304,-2.16189637620965,11.2866154059579,17.7753864443657,15.2906018656593,-2.82285591088616,30.8149254134069,-0.961697086921538,-46.3031928918447,11.4913050623856,0.17326983758563,0.638740179752607,0.685856053360659,1.01348346995457,1.08453224755143,-0.0508324217345009,0.0359111628230216,-0.00024730563468313,-0.00120767113295033,0.0335554705594225,-0.0488258906507949,0.000544275699203181,0.0277511291315814,-0.00904644780677941,0.019431341809239,-0.0298832569633755,-0.00285598061841539,-0.0878514568755202,-0.0922244151198342,0.0517928786544342,-2447.32488453578
0.4990915110889,0.593844542449679,13.7398094996577,17.3175290097291,17.743810850478,-2.76684543280571,27.0483551156116,1.61918470857781,-48.3731903368259,10.5965942442181,0.11417987832529,0.437011764322747,0.552452958286643,0.991453466759368,1.03428399519711,-0.0878546394719553,0.0358392976589072,0.0017655866995545,-0.00110119288364476,0.047747890454905,-0.0471446981006855,0.0152489013779231,0.0932718826886,-0.0581653524899653,0.0350347810551666,-0.0463254017791734,-0.0477234824103295,-0.123999824311152,-0.117871598691551,0.0475124121041606,-2217.91977032821
0.541818664136032,7.19861013558987,11.7855566399875,44.8416709107034,16.7976311925719,-2.82873864591343,14.7143826924051,82.1656445716141,-14.2933014737052,14.9952043309158,-0.0744772755813031,0.292504942529775,0.564073335943252,0.597933108350299,1.0202025885584,-0.0593016205629968,0.0655739132000305,0.00240230583400465,-0.000529132881014839,0.0639790136757384,-0.0189048904188051,0.0368022999416648,0.125500447789105,-0.0364861045704405,0.0780102387505347,-0.0421039879436189,-0.023004801993208,-0.116709837821182,-0.111055954637232,0.0608034763380312,-1977.77178766964
0.538541393528083,7.70925340209973,12.1061417353827,41.8967639290261,19.5381443686601,-2.82996672346819,17.4968832490336,86.1672844517213,-16.3400380664296,18.8473368829724,-0.0733486581027216,0.282097666976169,0.544799032831251,0.640261826747025,0.979213956100413,-0.0433519097216429,0.0436274032789281,0.00235027453019632,-0.000613206502401959,0.0634963420053454,-0.0302660589756286,0.0328005094175825,0.126165808474044,-0.0449869865827305,0.0695347633249567,-0.0427606537092871,-0.0246160988847446,-0.117431549422571,-0.112462271149902,0.055887009480953,-1872.64568582618
0.491285961862056,8.97274033526527,6.954583274587,38.6555816655496,19.3499208018338,-2.88841556686241,10.5575032072036,116.844428047254,-17.4529683242256,21.6993449645494,-0.615256185167216,0.261179371136327,0.723467124080439,0.69695743007888,0.970658559905112,-0.109379998118092,0.00219909812572265,0.0014765373131103,-0.00114392434703098,0.0499114529093292,-0.0538072277268745,0.0178662226587017,0.119177010849052,-0.0862716706346742,0.0410903442160635,-0.0479795215462497,-0.0486572627009838,-0.131259897722583,-0.127050758229732,0.0438704415408802,-1748.78865719598
0.514599168440486,10.4175915973668,10.4157109593708,34.7330192129708,22.4039374496002,-2.8725189537854,12.6666755791156,101.003661401187,-16.3815701457375,24.5800680394122,-0.680828443120681,0.263578118588082,0.48718533552658,0.807912777896677,0.928820277016759,-0.0679982946995092,-0.00809982304254756,0.00209496126403272,-0.000524278492005174,0.0593649716573424,-0.0435002334674109,0.0240264151025782,0.175252365856577,-0.112661131592813,0.0402225624948063,-0.0478039916409095,-0.0482019496167615,-0.135518860270574,-0.132443789754494,0.0363794558190246,-1672.3292112676
0.507032305430059,11.1724228464811,17.2240924533498,39.1723722562777,27.2736417322501,-2.72169639157244,40.6344844965544,41.4656734873274,-14.7367937286761,33.3754794659811,-0.708634547469961,0.254316779482839,0.272673753681842,0.680378355898324,0.83216495550781,-0.0514974939502025,-0.0337079751190793,0.00201705635213449,-0.000759821257118932,0.0489818885993439,-0.0617548366351322,0.0144558474044668,0.131906508406733,-0.112686582451961,-0.012999881651954,-0.0474340411907181,-0.0392392067644647,-0.13123703642677,-0.128847566769604,0.0304989028778495,-1627.83586668524
0.576973886930327,15.3919093613199,25.6779839964582,29.4608589906582,28.3060676970549,-2.6916779844192,20.5475902123276,4.91680027179746,-8.30962959691152,30.7062652623553,-1.00424695709178,0.264857047397984,0.230939501843746,0.876218304143598,0.907417621012891,-0.0384558467054488,-0.0703155104689104,0.00371149255584962,0.000171908416191323,0.0683550882059848,-0.04168369323312,0.024528663582904,0.22069903340122,-0.178023828871305,-0.0304744884630108,-0.0487037352459271,-0.037036860489334,-0.14275945143779,-0.13590183599241,0.0128248178012828,-1557.97451175588
0.709079667036909,10.8670007757465,17.0072241274947,17.3302235309004,17.360720675602,-2.43619701003461,13.296414810464,18.4635998418411,-1.41906097090359,24.0244584692083,-1.17850254761609,0.28116846114448,0.277433337069428,0.848838738021517,0.874176517816289,0.0196294813233678,-0.0727082393670987,0.0056408676719914,0.00157274707037838,0.0943254674887658,0.0909842192813346,0.0216925319527245,0.229931694221308,-0.234012795417686,-0.0515537174431861,-0.0480849293779722,-0.0126247751869639,-0.151406152584833,-0.155434473954291,-0.06046742785189,-1529.15645609752
0.807395009801886,4.07488990579279,8.48095751046967,8.86598455780524,10.6201225909045,-1.96942224231101,5.95684772124373,4.44095182933455,-0.223426051874597,11.7907144257421,-1.25645227592852,0.212348393568198,0.24743005022592,0.780985389019486,0.826840561855987,0.02145053366032,-0.0677918763051146,0.00695154220570435,0.00261488738368857,0.124301732259559,0.174513584331689,0.0193762065033388,0.196998342691713,-0.291097816114395,-0.0845863582657731,-0.0525407591700528,0.00451106040442455,-0.164906893445065,-0.15748655839009,-0.144304392779863,-1505.84486695124
0.825399769045019,3.88120583720032,7.48263584963371,7.58154189159662,7.86423322724637,-1.74165684047013,5.25817138635774,5.30747566160185,0.242352384988697,10.0498785363039,-1.29317823676253,0.178436752006548,0.22312247004469,0.719108103575476,0.757162319421713,0.0489780452913168,-0.0552975873122137,0.00609902273220869,0.00351451025939927,0.138120221165013,0.20144468455488,0.020016983146309,0.156466917748926,-0.293858185144438,-0.0989044240296309,-0.0573113886430555,0.00534126364177222,-0.162848998279518,-0.157413730873788,-0.181638858227282,-1493.30500532737
0.826323698376634,3.8860067465471,7.47299817034376,7.58520443013351,7.85737655246679,-1.73723723004167,5.22056641864968,5.29874156679558,1.41469211217489,10.0485274748212,-1.29627639211956,0.177887055623914,0.222875080442854,0.717521310042045,0.755509342937727,0.0505364095449665,-0.0555599787358137,0.0061057858603285,0.00353684595535083,0.138437441084424,0.201673481779814,0.0201784465537842,0.15696431743551,-0.29324296123486,-0.0985987655787223,-0.0572833469613414,0.00579967013414597,-0.162529485089926,-0.157227987632597,-0.181860178480021,-1492.93492397387
0.882209522449453,1.98065056903568,3.93175247449206,4.86534975641028,3.30109983245433,-1.43372982756866,2.73675609055963,3.12980719752872,3.7895501843023,5.20587292725275,-1.34310458576731,0.127959277738814,0.142629143733273,0.614984647367573,0.600884635697627,0.032972398146686,-0.00713633896154744,0.00473260360187455,0.00473966722562162,0.162919909538241,0.239278333734932,0.019517702665353,0.144738687090631,-0.325662631387279,-0.101095272698987,-0.0634032173418899,0.000804592930105856,-0.150927412862632,-0.129480268819461,-0.268271659025786,-1483.77599758166
1.30112230216219,0.824378393782355,2.28503497078201,1.72091980591358,1.53484204116921,-1.26403615800528,1.4697069347639,1.9030809441303,1.52023530224976,4.73398757402474,-1.6215141037638,0.0455792599323344,0.0301337545213479,0.313424086861794,0.409002778961395,0.022838885697647,0.00843984456324042,-0.00060753972440661,0.00619662222671994,0.165517352519542,0.233060382544038,0.0263242663618292,0.225416153800329,-0.316156002602974,-0.0945696229302596,-0.0946007500310475,-0.0695227324757132,-0.154446321952993,-0.122289913541841,-0.309588291613173,-1474.57657629359
1.67753081708426,0.402187923789826,1.78157600227825,1.2453182492275,0.488486955710538,-1.26816941034394,1.56603219840416,1.62361295698883,1.62922958874403,3.51881339054646,-2.0286976506778,-0.00106944124224313,-0.02462094925952,0.283164557825434,0.307589803326413,0.0649723164321352,0.0322749477989094,-0.00550641724091813,0.00749578448578661,0.182124198670347,0.265243218583406,0.0237582393332586,0.252393686497406,-0.370277070167952,-0.0180039385391474,-0.114514089458067,-0.0936978941426815,-0.182430885044574,-0.0665037114670351,-0.379309334423987,-1471.73255522408
1.83373127392773,0.330440980846332,2.22505282741605,1.41658877947474,0.174354023423322,-1.33012454399322,1.25954147347345,1.41279300466052,1.26739520917915,2.80127577442972,-1.87727988459791,-0.00804361891286167,0.020316217118391,0.300281605742541,0.278202208327006,0.087271531409301,0.0419540433802342,-0.0088297384102596,0.00852436594170068,0.168816612453341,0.267060680505105,0.0266302426057992,0.273666877686679,-0.392790380102309,0.0410110398870506,-0.118860239438948,-0.098259255907893,-0.176171704448707,-0.046040280874119,-0.404229500153685,-1470.67885419454
1.79241583432294,0.421203815906506,2.28543166045641,1.31579236484998,0.193528572407639,-1.34659027539755,1.34512727147874,1.00535599259029,0.977521009031332,3.12253369202615,-1.915625224573,0.000534886827951437,0.0331265495741159,0.293463275029286,0.271244034780277,0.0867305209161367,0.0258674722426939,-0.0093698843747062,0.0086915162961811,0.160744724852495,0.268910961972673,0.0203648869103253,0.283743439771168,-0.393925881696025,0.0732282944433839,-0.116541868405698,-0.0971794283646494,-0.152170989599451,-0.0606606981790746,-0.396422539912907,-1469.29549582257
